"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol","significant","direction"
"11751065_x_at",0.131177551020408,3.42812857142857,3.4055215569465,0.000800587561672424,0.00152685141227088,-2.10814950728979,"GLUL","Not Significant","NS"
"11752597_a_at",0.0838938775510202,2.16908673469388,3.40532245365148,0.000801138706864,0.00152784353480018,-2.10879181121484,"GLUL","Not Significant","NS"
"11751407_a_at",-0.101054081632653,2.80789744897959,-3.40460639509936,0.000803123788854297,0.00153157012149509,-2.111101528468,"SPAG6","Not Significant","NS"
"11748968_x_at",-0.27643775510204,3.06760663265306,-3.40458672625754,0.000803178380336489,0.00153161508577102,-2.11116496616139,"TRAFD1","Not Significant","NS"
"11741583_a_at",-0.111764285714285,2.37112908163265,-3.40454039130887,0.000803306998142873,0.0015318012050768,-2.11131440846108,"DGKA","Not Significant","NS"
"11760876_at",-0.100163265306122,2.18519795918367,-3.40433608559962,0.000803874345176353,0.00153282387686793,-2.11197332613376,"GAP43","Not Significant","NS"
"11757025_s_at",-0.529345918367345,7.72387397959184,-3.40414470482163,0.000804406140150893,0.00153377868180734,-2.11259052702579,"GAP43","Not Significant","NS"
"11730391_at",0.588389795918366,4.71712857142857,3.40406213905024,0.000804635669462299,0.00153415709875937,-2.11285679120646,"FAM13A","Not Significant","NS"
"11733999_a_at",-0.0838306122448976,2.3898306122449,-3.40383335376691,0.00080527200274877,0.00153531108859015,-2.11359456486073,"RNF123","Not Significant","NS"
"11754848_a_at",-0.234354081632652,3.8876362244898,-3.40379832875107,0.000805369461303248,0.00153543762414771,-2.1137075076335,"ZNF3","Not Significant","NS"
"11750545_a_at",0.203075510204081,9.06893673469388,3.40375919619253,0.00080547836230965,0.00153558596413914,-2.11383369449697,"ALS2CR8","Not Significant","NS"
"11728897_x_at",-0.121669387755102,2.84174591836735,-3.4036489162917,0.00080578533153305,0.00153611188076473,-2.11418929617336,"PARG","Not Significant","NS"
"11742216_a_at",-0.121697959183673,2.44572142857143,-3.40350327169723,0.000806190907651426,0.00153682572915711,-2.11465891694371,"LOC727726 /// PARG","Not Significant","NS"
"11753026_a_at",0.194321428571428,2.9560137755102,3.40328691303066,0.000806793753456369,0.00153791555921709,-2.11535651731183,"LOC727726 /// PARG","Not Significant","NS"
"11730930_a_at",0.128707142857143,2.92376173469388,3.40325093744624,0.000806894034027225,0.00153804462492865,-2.11547250875653,"FGF12","Not Significant","NS"
"11721199_a_at",0.213874489795918,4.47986785714286,3.40324027828655,0.000806923748266741,0.00153804462492865,-2.11550687550347,"FGF12","Not Significant","NS"
"11737194_at",-0.0931438775510203,2.29485867346939,-3.40300046892681,0.00080759252857296,0.00153925995199352,-2.11628003195779,"MFN2","Not Significant","NS"
"11717928_a_at",0.18104387755102,2.34198214285714,3.40249524622114,0.000809003190002716,0.00154188914562651,-2.11790873487418,"SACM1L","Not Significant","NS"
"11757613_x_at",-0.14344693877551,10.1821163265306,-3.40233904134641,0.000809439804693694,0.00154266176029803,-2.11841225413707,"SC4MOL","Not Significant","NS"
"11754641_x_at",-0.101870408163265,2.76957091836735,-3.40197435147781,0.000810460022179282,0.00154454652525068,-2.11958773527371,"LRRN3","Not Significant","NS"
"11753846_at",-0.085320408163265,2.30522448979592,-3.40177993319786,0.000811004397211454,0.00154552433573933,-2.12021434531649,"DNM2","Not Significant","NS"
"11719766_a_at",0.111973469387755,2.6722612244898,3.40174015564533,0.000811115817265753,0.00154567702390363,-2.1203425444319,"CDCA8","Not Significant","NS"
"11717249_s_at",0.13794693877551,9.91448775510204,3.40162773900091,0.000811430782514891,0.00154621756473668,-2.12070484495015,"AP2A2","Not Significant","NS"
"11731631_a_at",0.159965306122449,2.1447112244898,3.40148898894764,0.000811819685507228,0.00154689895009106,-2.12115199908231,"AP2A2","Not Significant","NS"
"11762042_a_at",-0.085097959183673,2.18948775510204,-3.4010674235516,0.000813002361952909,0.00154909273688824,-2.12251049162276,"FAM65A","Not Significant","NS"
"11762050_x_at",-0.126308163265306,4.61481428571429,-3.40091557004095,0.000813428772362723,0.00154984542252722,-2.12299980220302,"MAPK10","Not Significant","NS"
"11745632_a_at",-0.0911071428571427,2.17646071428571,-3.40068356924122,0.000814080643171837,0.0015510276086449,-2.12374733021507,"PLA2G16","Not Significant","NS"
"11739109_a_at",-0.120066326530612,2.43826275510204,-3.40029622272846,0.000815170089544814,0.00155304336248207,-2.12499529547108,"KLK3","Not Significant","NS"
"11720801_a_at",-0.247124489795917,4.80612857142857,-3.40025804907229,0.000815277530087074,0.00155318813798095,-2.12511827772634,"Septin 7","Not Significant","NS"
"11727029_a_at",-0.392356122448978,4.27160765306122,-3.40021591186724,0.000815396141491634,0.0015533541831394,-2.12525402773406,"SMAD5","Not Significant","NS"
"11761919_x_at",-0.0874581632653061,2.11460663265306,-3.39989538225195,0.000816298923894684,0.00155501402721168,-2.12628660299569,"TBCCD1","Not Significant","NS"
"11727242_at",0.142073469387755,3.06833469387755,3.39971281090361,0.000816813559846684,0.00155593436961307,-2.12687471171784,"PIP5K1A","Not Significant","NS"
"11717118_a_at",-0.201776530612244,7.81205867346939,-3.39884022056054,0.000819277427873495,0.00156056755710111,-2.12968515936185,"PIP5K1A","Not Significant","NS"
"11750574_a_at",-0.0866061224489793,2.23475102040816,-3.39857535064276,0.000820026694739547,0.00156193452431376,-2.13053812816788,"BTBD3","Not Significant","NS"
"11726447_s_at",-0.110768367346938,2.98070459183673,-3.39846568191426,0.000820337114305263,0.0015624655299888,-2.13089128047776,"NDST4","Not Significant","NS"
"11753437_a_at",0.085889795918367,2.22904285714286,3.39838540683902,0.000820564404168159,0.00156283816676624,-2.13114977371002,"CSTF1","Not Significant","NS"
"11719373_at",0.257534693877552,9.37273163265306,3.39835709764578,0.000820644572510956,0.00156293057953901,-2.13124093065926,"PTCD2","Not Significant","NS"
"11738746_s_at",0.108624489795918,3.04414285714286,3.39799876296877,0.00082165996776153,0.00156480407094983,-2.13239472702764,"HAX1","Not Significant","NS"
"11763015_x_at",-0.106272448979591,3.01099336734694,-3.39790094234525,0.000821937361227726,0.00156527199018981,-2.1327096793733,"HMMR","Not Significant","NS"
"11718800_at",0.255557142857142,3.63035510204082,3.39780025831453,0.000822222965985866,0.00156575551007087,-2.13303384259379,"FBXO44","Not Significant","NS"
"11742895_a_at",0.209082653061225,4.93418010204082,3.39765716125358,0.00082262904104315,0.00156646839487014,-2.13349454450166,"FBXO44","Not Significant","NS"
"11763630_x_at",0.119923469387755,2.75953520408163,3.3976378469507,0.000822683864749227,0.00156651238990227,-2.13355672570299,"RPS6KA1","Not Significant","NS"
"11743325_a_at",-0.294685714285713,4.98462448979592,-3.39756093729556,0.000822902206915035,0.00156686773299556,-2.13380432845561,"RPS6KA1","Not Significant","NS"
"11764093_at",-0.0904499999999998,2.30164234693878,-3.39738230596334,0.000823409540216369,0.00156777328834627,-2.13437939449927,"GPR89A /// GPR89B","Not Significant","NS"
"11760103_at",-0.167141836734694,9.23960867346939,-3.3971508408122,0.000824067362477795,0.00156896529408722,-2.13512450794761,"GPR89A /// GPR89B","Not Significant","NS"
"11742995_at",0.179721428571428,7.73136479591837,3.39692450480451,0.000824711082786922,0.00157013035985023,-2.13585306644489,"DAP3","Not Significant","NS"
"11717398_at",0.178394897959183,4.58461071428571,3.39683962554182,0.000824952608342898,0.00157052964479482,-2.13612627524954,"DAP3","Not Significant","NS"
"11751168_s_at",-0.099242857142857,2.41548367346939,-3.39630323126548,0.000826480458342004,0.00157337768543976,-2.13785267721829,"DPP7","Not Significant","NS"
"11733407_x_at",0.0934755102040814,2.83022653061224,3.39610703880968,0.000827039947644403,0.00157438070946802,-2.13848406831758,"PSMA1","Not Significant","NS"
"11747869_a_at",0.162815306122449,3.53650663265306,3.39609612001198,0.00082707109558252,0.00157438070946802,-2.13851920649243,"MBLAC2","Not Significant","NS"
"11746684_a_at",-0.113861224489796,2.77329285714286,-3.39580299692623,0.000827907694669972,0.00157591248444676,-2.13946247888047,"PLS1","Not Significant","NS"
"11759766_at",0.223205102040816,4.03868316326531,3.39566697584638,0.000828296179446678,0.00157659119394718,-2.13990017119551,"DGKZ","Not Significant","NS"
"11744095_a_at",0.200339795918367,5.71553418367347,3.39527577421427,0.000829414425936528,0.00157865883683283,-2.14115890352938,"SETD3","Not Significant","NS"
"11749895_a_at",0.137776530612245,2.45474642857143,3.39510193482775,0.00082991179705925,0.00157954462808572,-2.14171820863683,"VAV1","Not Significant","NS"
"11741860_a_at",-0.0987795918367344,2.4501,-3.39495760219334,0.000830324958350823,0.0015802700833602,-2.14218256034958,"KCNK2","Not Significant","NS"
"11726605_x_at",0.149991836734693,7.77632857142857,3.39479500312578,0.000830790638758635,0.00158109543297626,-2.14270565841115,"TMEM100","Not Significant","NS"
"11747566_a_at",0.0996857142857144,2.60008571428571,3.39474935038982,0.000830921431148624,0.00158128341099403,-2.14285252399202,"IMPDH1","Not Significant","NS"
"11720087_a_at",-0.249283673469387,7.79214081632653,-3.39457627534263,0.000831417455744088,0.00158216640218008,-2.14340929323684,"IMPDH1","Not Significant","NS"
"11735893_s_at",-0.133641836734693,2.93008214285714,-3.39442537313474,0.000831850159914786,0.00158292883279589,-2.14389471355191,"HMGCLL1","Not Significant","NS"
"11736645_at",0.198030612244897,5.26041632653061,3.39434097221715,0.000832092266902121,0.00158332853098667,-2.1441662049908,"LAMP2","Not Significant","NS"
"11728110_at",-0.443152040816325,4.24261887755102,-3.3942032930821,0.000832487345677319,0.00158401926617685,-2.14460906296476,"LAMP2","Not Significant","NS"
"11723521_x_at",-0.194085714285714,2.74256020408163,-3.39387803672507,0.000833421385359989,0.00158573541907029,-2.14565521740219,"SPRED2","Not Significant","NS"
"11763853_x_at",0.177365306122448,3.60386530612245,3.39353800748489,0.000834398895598156,0.00158744846441581,-2.14674879203535,"ADORA2B","Not Significant","NS"
"11733524_at",-0.0737020408163263,2.07946836734694,-3.39353330659831,0.0008344124171333,0.00158744846441581,-2.14676390996512,"ENOX2","Not Significant","NS"
"11727009_at",-0.200411224489795,3.55997908163265,-3.39353131401535,0.00083441814862046,0.00158744846441581,-2.14677031805481,"SATB1","Not Significant","NS"
"11763335_a_at",0.200589795918367,5.68917448979592,3.3934348891493,0.000834695550127185,0.00158791504000698,-2.14708041366248,"SATB1","Not Significant","NS"
"11728078_a_at",-0.096188775510204,2.6157862244898,-3.3933005637444,0.000835082130119348,0.00158858927152552,-2.14751238168694,"HVCN1","Not Significant","NS"
"11746586_a_at",-0.208709183673469,8.12507704081633,-3.39320335247929,0.000835362002340938,0.00158906046712925,-2.14782498736572,"SYBU","Not Significant","NS"
"11736652_a_at",-0.0846030612244899,2.20939030612245,-3.39285952397833,0.000836352591653149,0.00159088353007674,-2.14893058486096,"NUMB","Not Significant","NS"
"11754023_a_at",0.191812244897959,8.91691428571429,3.39273304162643,0.000836717270591951,0.00159151591147181,-2.14933727003624,"NUMB","Not Significant","NS"
"11759412_at",0.0890887755102039,1.93382704081633,3.39237643972519,0.000837746239710759,0.00159341173866187,-2.15048379778593,"RARG","Not Significant","NS"
"11742830_a_at",-0.167558163265306,6.19971479591837,-3.39227290961046,0.000838045195662938,0.0015939189722333,-2.15081664231495,"EPHX1","Not Significant","NS"
"11762931_at",-0.0765877551020406,2.03547244897959,-3.3920832683612,0.000838593066737508,0.0015948995722994,-2.15142630673155,"SUMF2","Not Significant","NS"
"11749488_a_at",-0.0939408163265302,2.24119897959184,-3.39196002243418,0.000838949302050738,0.00159551564352579,-2.15182250521223,"SUMF2","Not Significant","NS"
"11722877_a_at",-0.192648979591836,6.04386020408163,-3.39190261134906,0.000839115293796509,0.00159576987559915,-2.15200706016371,"GTF2IRD2 /// GTF2IRD2B /// GTF2IRD2P1","Not Significant","NS"
"11731173_at",-0.0659255102040816,2.11369744897959,-3.39184674436676,0.000839276850570433,0.00159601565430387,-2.15218664874131,"C1orf174","Not Significant","NS"
"11727875_at",0.273668367346938,2.54615459183673,3.39172093176624,0.00083964078333565,0.00159664624873183,-2.15259107308932,"ZNF146","Not Significant","NS"
"11756486_a_at",-0.108362244897959,2.96389234693878,-3.39157982727275,0.000840049125780477,0.00159736124001981,-2.15304463732583,"ANK1","Not Significant","NS"
"11727714_at",-0.170215306122449,3.43810663265306,-3.39155761468452,0.000840113423719342,0.00159742199760534,-2.15311603561848,"PRDM8","Not Significant","NS"
"11742645_x_at",-0.105473469387755,2.45439591836735,-3.39141500216975,0.000840526348348824,0.00159814561636848,-2.15357442749735,"TCP11L1","Not Significant","NS"
"11716995_a_at",-0.210519387755101,4.72693112244898,-3.39116136553706,0.000841261204305571,0.00159948126413224,-2.15438963598741,"C1orf156","Not Significant","NS"
"11753967_a_at",-0.103657142857143,2.51409591836735,-3.39024157664257,0.000843931128842672,0.00160449579338713,-2.15734545647501,"GALNT11","Not Significant","NS"
"11730736_a_at",0.144788775510203,4.64635765306122,3.39017914503853,0.000844112639377818,0.00160477910491253,-2.15754605994586,"CASP1","Not Significant","NS"
"11731646_a_at",-0.102571428571428,2.30974183673469,-3.39007856526818,0.000844405136728188,0.00160527338834623,-2.15786923311999,"ABR","Not Significant","NS"
"11738665_a_at",-0.0884857142857141,2.38257551020408,-3.39004064997788,0.000844515423263269,0.00160542125152161,-2.15799105664461,"FAM55C","Not Significant","NS"
"11746720_a_at",-0.122122448979592,3.08613367346939,-3.38973803697761,0.000845396134900587,0.00160703362271749,-2.15896332232803,"CREM","Not Significant","NS"
"11718045_s_at",-0.108155102040816,9.35093367346939,-3.38898834973711,0.000847581690453994,0.00161112618316312,-2.16137166089969,"SARDH","Not Significant","NS"
"11758237_s_at",-0.157475510204081,3.16216734693878,-3.3889582502775,0.000847669549259074,0.0016112311738784,-2.16146834424878,"HTR1A","Not Significant","NS"
"11751021_s_at",0.101965306122449,2.55195102040816,3.3887795675303,0.000848191290443381,0.00161216083861897,-2.16204228057048,"HTR1A","Not Significant","NS"
"11743883_s_at",0.137035714285714,4.16289234693878,3.38809595877988,0.000850190152039866,0.0016158978928818,-2.16423781148393,"EIF4G2","Not Significant","NS"
"11732026_a_at",0.177166326530612,4.45911275510204,3.38804835870564,0.000850329497732661,0.00161610054165962,-2.16439067290507,"GABRA1","Not Significant","NS"
"11745105_a_at",-0.29339387755102,3.25577857142857,-3.38789122647338,0.000850789642236226,0.00161691284812893,-2.16489526898434,"APLP2","Not Significant","NS"
"11738413_a_at",-0.220862244897958,5.92271071428571,-3.38787699338667,0.000850831333760184,0.00161692985912497,-2.16494097442675,"APLP2","Not Significant","NS"
"11733747_at",0.0871836734693874,2.09747040816327,3.38728914213788,0.000852554934978159,0.00162014306675509,-2.16682853953239,"RTKN","Not Significant","NS"
"11740477_a_at",0.265204081632653,2.14336020408163,3.38724054957937,0.000852697556029718,0.0016203517450492,-2.16698455511299,"GUCY1A3","Not Significant","NS"
"11752594_a_at",-0.0826071428571427,2.38706581632653,-3.38695535490021,0.000853535063034715,0.00162184992075824,-2.16790018632789,"CD79A","Not Significant","NS"
"11727653_at",0.0868653061224487,2.35907244897959,3.38694971263511,0.0008535516399471,0.00162184992075824,-2.16791830039918,"ESRRG","Not Significant","NS"
"11716455_at",0.367217346938775,7.9115943877551,3.38614872386294,0.000855907991341527,0.0016262646991533,-2.17048954272363,"ARNTL","Not Significant","NS"
"11748220_a_at",0.215291836734693,4.44597040816326,3.38602482463558,0.000856273020871267,0.00162689567994262,-2.1708872215057,"GPD2","Not Significant","NS"
"11730054_s_at",0.266030612244897,5.93102959183673,3.38594912020399,0.000856496131408536,0.00162725698029322,-2.17113020330175,"GPD2","Not Significant","NS"
"11762836_a_at",-0.086201020408163,2.17207397959184,-3.38588377357517,0.000856688759870786,0.00162756034218037,-2.1713399366912,"C6orf165","Not Significant","NS"
"11746428_a_at",0.213236734693877,3.94375204081633,3.38581079529952,0.000856903932711675,0.00162790650949757,-2.17157415999025,"CORO2A","Not Significant","NS"
"11761143_x_at",0.121276530612245,2.83347908163265,3.38548218528709,0.00085787344890344,0.00162968566171271,-2.17262877603782,"CORO2A","Not Significant","NS"
"11734869_a_at",-0.219895918367347,4.52859591836735,-3.38539907395201,0.000858118819193808,0.00163008908395667,-2.17289549282442,"C10orf26","Not Significant","NS"
"11715675_a_at",0.335538775510203,6.24832755102041,3.38522934396035,0.000858620118191038,0.00163097862060012,-2.17344016382544,"A2ML1","Not Significant","NS"
"11728335_a_at",0.0896653061224485,2.5240387755102,3.38519865886392,0.000858710776090368,0.00163102615860817,-2.1735386310551,"TP53BP2","Not Significant","NS"
"11744496_at",0.0877275510204081,2.32891989795918,3.38519851657697,0.000858711196492344,0.00163102615860817,-2.17353908764633,"RBP1","Not Significant","NS"
"11751899_a_at",0.102330612244898,2.59737448979592,3.38517799030381,0.000858771845571915,0.00163107862339107,-2.17360495517855,"ZNF655","Not Significant","NS"
"11742463_at",0.0841867346938773,2.28592193877551,3.3850013998765,0.000859293783531493,0.00163200718353599,-2.17417160818442,"PTPN22","Not Significant","NS"
"11746669_a_at",0.154586734693877,2.7450056122449,3.38496263179007,0.000859408407760501,0.00163216211450777,-2.17429600581664,"ANXA11","Not Significant","NS"
"11722241_x_at",0.234118367346939,5.09885816326531,3.38481691266289,0.000859839378131972,0.00163291780536149,-2.17476357274069,"CPEB1","Not Significant","NS"
"11758772_x_at",-0.487276530612243,7.78360969387755,-3.38468708928079,0.000860223506265684,0.00163358448359752,-2.17518012012607,"FHL2","Not Significant","NS"
"11736763_x_at",-0.157654081632653,2.47826479591837,-3.38466167390928,0.000860298725346104,0.00163366450763036,-2.17526166545629,"FHL2","Not Significant","NS"
"11755052_s_at",-0.100045918367346,2.44081581632653,-3.38457939154087,0.000860542289581959,0.00163406419229832,-2.17552566505711,"MRPS14","Not Significant","NS"
"11754835_a_at",-0.183786734693877,2.77395459183673,-3.38423871938081,0.00086155139984032,0.00163591746828075,-2.17661863693581,"MRPS14","Not Significant","NS"
"11749964_a_at",0.128117346938775,8.80443214285714,3.38401431539098,0.000862216714264945,0.00163711782586269,-2.17733853442778,"ZNF57","Not Significant","NS"
"11762069_a_at",-0.114057142857143,3.18266326530612,-3.38393766309364,0.000862444083471327,0.00163748658284245,-2.17758442850866,"ZNF57","Not Significant","NS"
"11722808_at",-0.135148979591835,7.83825204081633,-3.38344768290992,0.000863898807014226,0.00164018554833171,-2.1791561263748,"POMT1","Not Significant","NS"
"11744600_a_at",-0.0829724489795918,2.16964744897959,-3.38327217213479,0.000864420446062496,0.00164111283393851,-2.17971905888633,"POMT1","Not Significant","NS"
"11724778_at",0.241301020408162,5.25584642857143,3.38303211922609,0.00086513438859558,0.00164240512474749,-2.18048896149045,"PDCD4","Not Significant","NS"
"11720097_at",-0.122578571428571,2.64518010204082,-3.38260381289143,0.000866409585153734,0.00164476278194896,-2.18186251360591,"PDCD4","Not Significant","NS"
"11736214_x_at",0.134089795918367,3.5627306122449,3.38259023811287,0.000866450030042423,0.00164477633701088,-2.18190604455729,"CYP3A7","Not Significant","NS"
"11718442_at",-0.154548979591836,4.67966530612245,-3.38234075576443,0.000867193655491124,0.00164612468271071,-2.18270604495421,"FLG","Not Significant","NS"
"11758413_s_at",0.167425510204081,3.32510255102041,3.38229617340047,0.000867326603747761,0.00164631376941682,-2.18284899907329,"GRM1","Not Significant","NS"
"11743980_a_at",0.194686734693877,5.17830255102041,3.38207834013962,0.000867976474231513,0.00164748399847794,-2.18354746107172,"GRM1","Not Significant","NS"
"11739009_a_at",-0.137417346938774,10.1194892857143,-3.38184915621781,0.000868660698677768,0.00164871934146427,-2.18428227469217,"ANKRD5","Not Significant","NS"
"11719459_at",0.165206122448979,7.70345306122449,3.38162557065964,0.000869328694891734,0.00164992378947478,-2.18499909603855,"ELK1","Not Significant","NS"
"11729727_at",-0.212241836734693,2.33582806122449,-3.38131582362019,0.000870254904768612,0.00165161819717557,-2.1859920837422,"ZNF700","Not Significant","NS"
"11729799_at",0.653522448979591,2.66830510204082,3.38118142347897,0.000870657076660943,0.00165231796441522,-2.18642291881485,"LYPD1","Not Significant","NS"
"11716731_a_at",-0.182921428571428,5.66421173469388,-3.38097739118097,0.000871267944039318,0.00165341372134667,-2.18707693862742,"ADK","Not Significant","NS"
"11720219_a_at",-0.200357142857142,4.98871734693878,-3.38094722097736,0.000871358306816612,0.00165352166533891,-2.1871736453888,"SAR1B","Not Significant","NS"
"11746041_a_at",0.144867346938775,7.88412448979592,3.38077630226352,0.000871870390783194,0.00165442984397214,-2.18772148915115,"HDGFL1","Not Significant","NS"
"11735664_s_at",-0.509466326530611,3.99558928571429,-3.38009709337805,0.000873908126152995,0.00165823286272685,-2.1898983058966,"SLFN11","Not Significant","NS"
"11746572_x_at",-0.271147959183673,5.59254846938776,-3.37996935340522,0.000874291863251496,0.00165889726289144,-2.19030766004674,"CANX","Not Significant","NS"
"11749539_x_at",0.132732653061224,3.06875204081633,3.37994205296231,0.000874373895525056,0.0016589891737831,-2.19039514496832,"CAPN2","Not Significant","NS"
"11726438_a_at",0.20153469387755,5.97335714285714,3.37936631701968,0.000876105540492645,0.00166221084221167,-2.19223995807715,"CAPN2","Not Significant","NS"
"11758454_s_at",0.173638775510204,7.76488265306122,3.37931372557396,0.000876263879734664,0.00166244738828997,-2.19240846130009,"NLGN4X","Not Significant","NS"
"11748960_a_at",0.256807142857142,3.61628826530612,3.37909438944388,0.000876924532384137,0.00166363686832833,-2.19311119005954,"NLGN4X","Not Significant","NS"
"11746862_x_at",0.314002040816326,3.81939795918367,3.37875605471596,0.000877944527968623,0.00166550794984283,-2.19419509758915,"TP63","Not Significant","NS"
"11721252_a_at",0.121151020408163,3.10380714285714,3.37871014319926,0.000878083025215087,0.00166570670213076,-2.1943421747769,"HNRNPF","Not Significant","NS"
"11716428_a_at",0.153218367346939,6.53062142857143,3.37851105235701,0.000878683841283483,0.00166678241542639,-2.1949799401654,"PTPN3","Not Significant","NS"
"11758336_s_at",-0.170933673469387,2.33917397959184,-3.37847935932821,0.000878779519887276,0.00166689988359015,-2.19508146217499,"CHN1","Not Significant","NS"
"11761561_at",-0.0930928571428568,2.42047193877551,-3.37836522281539,0.000879124169117599,0.00166748958082889,-2.19544706767275,"CHN1","Not Significant","NS"
"11753700_a_at",-0.0824979591836734,2.01674897959184,-3.3782995857911,0.000879322425362265,0.00166780157074049,-2.19565731317675,"CHN1","Not Significant","NS"
"11721592_a_at",0.109536734693877,2.51740204081633,3.37818760996309,0.00087966074409647,0.0016683791815334,-2.19601598061839,"GSDMD","Not Significant","NS"
"11734438_a_at",-0.090634693877551,2.31084081632653,-3.37801506674577,0.0008801822964668,0.00166930425857563,-2.19656862948819,"MPPED2","Not Significant","NS"
"11739478_s_at",0.202859183673468,6.85081224489796,3.37797034165802,0.00088031753567652,0.00166949663288355,-2.19671187801511,"NEDD4L","Not Significant","NS"
"11760823_x_at",-0.0986755102040812,2.33818775510204,-3.37791877502985,0.000880473486349832,0.00166972826959806,-2.19687703699381,"NEDD4L","Not Significant","NS"
"11740178_x_at",0.127573469387755,2.23593571428571,3.37787845625122,0.000880595438626359,0.00166989541650353,-2.19700616949526,"C8orf41","Not Significant","NS"
"11728830_a_at",0.271915306122448,3.61248826530612,3.37763168104243,0.00088134220391474,0.00167124735380638,-2.19779650828381,"NOX4","Not Significant","NS"
"11736399_at",0.100625510204081,2.63067908163265,3.37724843281962,0.000882503122375636,0.00167338449612759,-2.19902382278514,"CD151","Not Significant","NS"
"11747225_x_at",0.103438775510204,2.24320714285714,3.37717573239537,0.000882723504386207,0.00167373811670188,-2.19925662471029,"LMO3","Not Significant","NS"
"11733412_a_at",0.203584693877551,4.16202602040816,3.37705912383134,0.000883077095650679,0.00167434427941047,-2.19963002034334,"ALDH3B1","Not Significant","NS"
"11745173_a_at",0.173066326530612,4.75314540816326,3.37690026583434,0.000883559012447197,0.00167519369581992,-2.2001386856327,"ZNF207","Not Significant","NS"
"11728460_at",0.207982653061224,5.40459744897959,3.37683540012377,0.000883755861806416,0.00167547721919135,-2.20034638032342,"PRDX2","Not Significant","NS"
"11747688_a_at",0.101519387755102,2.36905255102041,3.37682863136698,0.000883776405457712,0.00167547721919135,-2.2003680531235,"SLC3A2","Not Significant","NS"
"11752935_s_at",0.0916306122448976,3.26667448979592,3.37658012884524,0.000884530936918998,0.00167684330162687,-2.20116370355485,"NRCAM","Not Significant","NS"
"11745648_x_at",0.0475479591836735,12.8170076530612,3.37615133569705,0.00088583430227539,0.00167924968724752,-2.20253648236324,"ZNF154","Not Significant","NS"
"11754754_s_at",0.119272448979591,2.18136785714286,3.3760636954178,0.000886100915536016,0.00167969062352365,-2.20281704311385,"PLAGL1","Not Significant","NS"
"11758712_s_at",-0.176161224489795,5.99448265306122,-3.37587247791222,0.000886682884543015,0.00168072929055198,-2.20342916068167,"NCF2","Not Significant","NS"
"11751378_a_at",-0.215357142857142,5.63977448979592,-3.37584632115215,0.000886762520194192,0.00168081572912341,-2.20351289022018,"LIMS1","Not Significant","NS"
"11737009_at",-0.0795806122448979,2.12318418367347,-3.37575996018973,0.000887025498195214,0.00168124966433331,-2.20378933333593,"LIMS1","Not Significant","NS"
"11726138_at",-0.14619081632653,2.84239744897959,-3.37557896556788,0.000887576881745164,0.00168220483493464,-2.20436868020766,"C6orf27","Not Significant","NS"
"11749727_x_at",0.16349387755102,3.53490102040816,3.37557217660301,0.000887597569933316,0.00168220483493464,-2.20439041051173,"C6orf150","Not Significant","NS"
"11759801_at",-0.096455102040816,2.16612346938776,-3.37554560982847,0.00088767853188228,0.00168229371716253,-2.20447544579492,"RNLS","Not Significant","NS"
"11731791_a_at",-0.153397959183673,2.29860306122449,-3.37551459171846,0.000887773067954785,0.00168239565347331,-2.20457472821764,"EYA1","Not Significant","NS"
"11716637_at",-0.120575510204082,8.81166428571429,-3.37550560733273,0.00088780045205459,0.00168239565347331,-2.20460348518824,"C1orf26","Not Significant","NS"
"11763826_x_at",-0.204852040816327,6.0521443877551,-3.37548583546075,0.000887860718821476,0.00168244530196138,-2.20466677020311,"C1orf26","Not Significant","NS"
"11719189_at",-0.179312244897959,9.04500306122449,-3.37511632819089,0.000888987719509134,0.00168451626887458,-2.20584941354155,"SLC12A4","Not Significant","NS"
"11755215_x_at",0.0947714285714281,2.42678673469388,3.37504600725161,0.000889202350328205,0.00168485832079914,-2.20607446937507,"CHRNA1","Not Significant","NS"
"11718173_a_at",-0.108364285714286,2.42665459183673,-3.37481079923382,0.00088992059477567,0.00168615455567202,-2.20682720112201,"CST5","Not Significant","NS"
"11718690_a_at",-0.258395918367347,7.0320612244898,-3.37473183698089,0.000890161839826444,0.00168654694320835,-2.2070798920474,"FAM193A","Not Significant","NS"
"11751154_x_at",0.290032653061224,4.19839693877551,3.37448651760865,0.000890911727992425,0.00168790296538282,-2.20786491685825,"DPP10","Not Significant","NS"
"11736392_at",-0.0818479591836731,3.01638112244898,-3.37383386423891,0.000892909621889786,0.00169162323870834,-2.2099531677537,"PCDHB8","Not Significant","NS"
"11745894_x_at",-0.218128571428571,5.74912755102041,-3.37321244420069,0.000894815793043233,0.00169516946393161,-2.21194114924473,"MSRB3","Not Significant","NS"
"11720368_a_at",0.157803061224489,3.19804948979592,3.37317348676404,0.000894935419307358,0.00169533105553944,-2.21206576690938,"MC2R","Not Significant","NS"
"11760288_s_at",-0.201516326530612,6.96367142857143,-3.37270111577745,0.000896387113882006,0.0016980159566636,-2.21357669272281,"MC2R","Not Significant","NS"
"11727257_a_at",0.314805102040815,5.26385153061224,3.37211473696762,0.000898192237862472,0.0017013701234687,-2.21545202184533,"MC2R","Not Significant","NS"
"11747668_a_at",-0.154277551020408,3.05882755102041,-3.3720499396383,0.000898391919841628,0.00170168309566596,-2.21565923580064,"CASS4","Not Significant","NS"
